Region;Comuna;Codigo_comuna;Fec;Fecha;Clave;Casos_Diarios;Casos_Acumulados;acumulados_corregidos;Muertes;Casos_Activos;activos_corregidos;Recuperados;Recuperados_Diarios;Dia;Fallecidos_Diarios;on-off;Max_Dia
Coquimbo;La_Serena;4101;57;43949;410143949;0;19;7,610472009;0;7;2,803858109;12;0;30;0;ON;41
Los_Rios;La_Union;14201;57;43949;1420143949;0;29;73,34715969;0;8;20,23369923;21;0;37;0;ON;48
Los_Rios;Lago_Ranco;14203;57;43949;1420343949;0;2;19,43256899;0;0;0;2;0;33;0;ON;44
Biobio;Laja;8304;57;43949;830443949;0;12;50,26599087;0;5;20,94416286;7;0;31;0;ON;42
Metropolitana;Lampa;13302;57;43949;1330243949;0;68;53,58634494;0;26;20,48889659;42;4;38;0;ON;49
Los_Rios;Lanco;14103;57;43949;1410343949;0;5;28,32540222;0;1;5,665080444;4;0;29;0;ON;40
O_Higgins;Las_Cabras;6107;57;43949;610743949;0;3;11,21537254;0;2;7,476915025;1;1;14;0;ON;25
Metropolitana;Las_Condes;13114;57;43949;1311443949;0;355;107,3289011;0;45;13,60507197;310;12;52;0;ON;63
La_Araucania;Lautaro;9108;57;43949;910843949;1;39;95,7149168;1;14;34,3592009;24;0;31;0;ON;42
Maule;Licanten;7303;57;43949;730343949;0;2;28,6163972;0;2;28,6163972;0;0;13;0;ON;24
Valparaiso;Limache;5802;57;43949;580243949;0;23;46,06356772;0;10;20,02763814;13;1;35;0;ON;46
Maule;Linares;7401;57;43949;740143949;0;24;23,74521386;1;10;9,893839106;13;0;38;0;ON;49
O_Higgins;Litueche;6203;57;43949;620343949;0;3;44,345898;0;3;44,345898;0;0;5;0;ON;16
Valparaiso;Llaillay;5703;57;43949;570343949;0;2;7,537783138;0;0;0;2;0;27;0;ON;38
Los_Lagos;Llanquihue;10107;57;43949;1010743949;0;1;5,370280866;0;1;5,370280866;0;0;9;0;ON;20
Metropolitana;Lo_Barnechea;13115;57;43949;1311543949;0;194;156,3557819;0;63;50,77533125;131;12;33;0;ON;44
Metropolitana;Lo_Espejo;13116;57;43949;1311643949;0;100;96,27882347;0;43;41,39989409;57;1;38;0;ON;49
Metropolitana;Lo_Prado;13117;57;43949;1311743949;0;111;106,3187839;0;61;58,42743982;50;6;38;0;ON;49
La_Araucania;Loncoche;9109;57;43949;910943949;1;11;44,46420631;0;2;8,084401148;9;1;28;0;ON;39
Maule;Longavi;7403;57;43949;740343949;0;4;12,19140506;1;0;0;3;1;37;0;ON;48
Biobio;Los_Alamos;8206;57;43949;820643949;0;1;4,439708755;0;1;4,439708755;0;0;7;0;ON;18
Valparaiso;Los_Andes;5301;57;43949;530143949;0;7;10,28005816;1;0;0;6;0;36;0;ON;47
Biobio;Los_Angeles;8301;57;43949;830143949;0;31;14,18666911;0;6;2,745806924;25;2;51;0;ON;62
Los_Lagos;Los_Muermos;10106;57;43949;1010643949;0;1;5,612617163;0;0;0;1;0;34;0;ON;45
Coquimbo;Los_Vilos;4203;57;43949;420343949;0;1;4,278257893;0;0;0;1;0;34;0;ON;45
Biobio;Lota;8106;57;43949;810643949;0;1;2,18579235;0;0;0;1;0;39;0;ON;50
La_Araucania;Lumaco;9207;57;43949;920743949;0;1;9,950248756;0;1;9,950248756;0;0;2;0;ON;13
O_Higgins;Machali;6108;57;43949;610843949;0;16;26,70538948;0;8;13,35269474;8;0;42;0;ON;53
Metropolitana;Macul;13118;57;43949;1311843949;0;110;81,70238051;0;58;43,079437;52;1;38;0;ON;49
Los_Rios;Mafil;14105;57;43949;1410543949;0;2;27,06726215;0;1;13,53363107;1;0;38;0;ON;49
Metropolitana;Maipu;13119;57;43949;1311943949;32;431;74,48950493;2;180;31,109306;249;6;42;0;ON;53
Antofagasta;Maria_Elena;2302;57;43949;230243949;3;16;234,8106839;0;14;205,4593484;2;1;16;0;ON;27
Metropolitana;Maria_Pinto;13504;57;43949;1350443949;0;1;6,699718612;0;0;0;1;0;34;0;ON;45
Los_Rios;Mariquina;14106;57;43949;1410643949;0;9;38,70967742;0;1;4,301075269;8;0;31;0;ON;42
Maule;Maule;7105;57;43949;710543949;1;23;38,33333333;0;17;28,33333333;6;1;33;0;ON;44
Los_Lagos;Maullin;10108;57;43949;1010843949;0;1;6,714113066;0;0;0;1;0;19;0;ON;30
Antofagasta;Mejillones;2102;57;43949;210243949;1;66;446,6702761;1;51;345,1543043;14;2;27;0;ON;38
Metropolitana;Melipilla;13501;57;43949;1350143949;0;48;33,89543259;0;28;19,77233568;20;1;36;0;ON;47
Maule;Molina;7304;57;43949;730443949;0;7;14,0562249;2;2;4,016064257;3;0;30;0;ON;41
Biobio;Mulchen;8305;57;43949;830543949;0;5;16,10772849;0;0;0;5;0;34;0;ON;45
Biobio;Nacimiento;8306;57;43949;830643949;0;10;35,78585743;0;1;3,578585743;9;1;42;0;ON;53
Magallanes;Natales;12401;57;43949;1240143949;0;8;33,63888655;0;3;12,61458246;5;0;32;0;ON;43
O_Higgins;Navidad;6205;57;43949;620543949;2;2;28,96871379;0;2;28,96871379;0;0;1;0;START;12
Biobio;Negrete;8307;57;43949;830743949;0;2;19,17729408;0;0;0;2;0;22;0;ON;33
Nuble;Ninhue;16204;57;43949;1620443949;0;4;73,88252678;0;2;36,94126339;2;1;19;0;ON;30
Nuble;Niquen;16303;57;43949;1630343949;0;3;25,93585199;1;0;0;2;0;21;0;ON;32
La_Araucania;Nueva_Imperial;9111;57;43949;911143949;0;44;130,2661574;2;9;26,64535039;33;2;37;0;ON;48
Metropolitana;NuNoa;13120;57;43949;1312043949;0;291;116,3106734;0;96;38,37053143;195;20;49;0;ON;60
O_Higgins;Olivar;6111;57;43949;611143949;0;6;41,02844639;0;0;0;6;0;28;0;ON;39
Valparaiso;Olmue;5803;57;43949;580343949;0;2;10,38098204;0;1;5,19049102;1;0;17;0;ON;28
Los_Lagos;Osorno;10301;57;43949;1030143949;0;282;162,6203794;8;35;20,18338043;239;3;42;1;ON;53
Coquimbo;Ovalle;4301;57;43949;430143949;0;9;7,421517453;0;1;0,82461305;8;0;36;0;ON;47
Metropolitana;Padre_Hurtado;13604;57;43949;1360443949;0;40;53,91707554;0;13;17,52304955;27;0;37;0;ON;48
La_Araucania;Padre_las_Casas;9112;57;43949;911243949;2;89;108,3911826;3;34;41,40786749;52;0;37;0;ON;48
Los_Rios;Paillaco;14107;57;43949;1410743949;0;2;9,616309261;0;1;4,80815463;1;0;29;0;ON;40
Metropolitana;Paine;13404;57;43949;1340443949;0;15;18,123384;0;6;7,249353599;9;0;40;0;ON;51
Maule;Parral;7404;57;43949;740443949;0;9;20,20474138;0;3;6,734913793;6;0;31;0;ON;42
Metropolitana;Pedro_Aguirre_Cerda;13121;57;43949;1312143949;0;129;119,6627181;1;57;52,87422428;71;11;36;0;ON;47
Maule;Pelarco;7106;57;43949;710643949;0;5;55,04789167;0;2;22,01915667;3;0;18;0;ON;29
Maule;Pelluhue;7203;57;43949;720343949;0;2;24,71576866;0;1;12,35788433;1;0;32;0;ON;43
Nuble;Pemuco;16105;57;43949;1610543949;0;6;69,45248293;0;3;34,72624146;3;0;23;0;ON;34
Metropolitana;PeNaflor;13605;57;43949;1360543949;0;51;50,46606899;0;24;23,74873835;27;1;36;0;ON;47
Metropolitana;PeNalolen;13122;57;43949;1312243949;0;254;95,20311247;0;113;42,35414059;141;8;36;0;ON;47
Maule;Pencahue;7107;57;43949;710743949;0;3;34,87966516;0;3;34,87966516;0;0;12;0;ON;23
Biobio;Penco;8107;57;43949;810743949;1;19;38,10287777;0;8;16,04331696;11;0;28;0;ON;39
La_Araucania;Perquenco;9113;57;43949;911343949;0;6;83,06797729;0;3;41,53398865;3;0;18;0;ON;29
Valparaiso;Petorca;5404;57;43949;540443949;0;6;56,82894488;0;0;0;6;0;31;0;ON;42
O_Higgins;Peumo;6112;57;43949;611243949;0;1;6,688068486;0;0;0;1;0;25;0;ON;36
Tarapaca;Pica;1405;57;43949;140543949;0;31;520,3088285;0;12;201,4098691;19;0;25;0;ON;36
Nuble;Pinto;16106;57;43949;1610643949;0;12;101,010101;0;4;33,67003367;8;0;27;0;ON;38
Metropolitana;Pirque;13202;57;43949;1320243949;0;19;62,43222817;0;7;23,00134722;12;0;32;0;ON;43
La_Araucania;Pitrufquen;9114;57;43949;911443949;0;19;72,80809319;0;2;7,66400981;17;0;37;0;ON;48
O_Higgins;Placilla;6308;57;43949;630843949;0;1;10,91226539;0;0;0;1;0;40;0;ON;51
Magallanes;Porvenir;12301;57;43949;1230143949;0;8;109,244845;0;4;54,6224225;4;0;28;0;ON;39
Tarapaca;Pozo_Almonte;1401;57;43949;140143949;0;2;11,49755677;0;0;0;2;0;24;0;ON;35
Magallanes;Primavera;12302;57;43949;1230243949;0;1;144,092219;0;1;144,092219;0;0;13;0;ON;24
Metropolitana;Providencia;13123;57;43949;1312343949;0;200;126,783688;0;50;31,695922;150;3;55;0;ON;66
La_Araucania;Pucon;9115;57;43949;911543949;0;14;47,00826002;0;7;23,50413001;7;0;37;0;ON;48
Metropolitana;Pudahuel;13124;57;43949;1312443949;0;167;65,97165984;0;76;30,02303082;91;8;36;0;ON;47
Metropolitana;Puente_Alto;13201;57;43949;1320143949;0;764;118,282916;0;396;61,308946;368;6;40;0;ON;51
Los_Lagos;Puerto_Montt;10101;57;43949;1010143949;0;73;27,09745432;0;4;1,484792018;69;0;53;0;ON;64
Los_Lagos;Puerto_Octay;10302;57;43949;1030243949;0;4;43,51610096;0;3;32,63707572;1;0;31;0;ON;42
Los_Lagos;Puerto_Varas;10109;57;43949;1010943949;0;9;18,51090086;0;2;4,113533525;7;0;42;0;ON;53
Coquimbo;Punitaqui;4304;57;43949;430443949;0;1;8,220304151;0;1;8,220304151;0;0;7;0;ON;18
Magallanes;Punta_Arenas;12101;57;43949;1210143949;22;645;454,2765382;10;218;153,5384269;417;15;43;0;ON;54
La_Araucania;Puren;9208;57;43949;920843949;0;2;16,4095832;0;0;0;2;0;18;0;ON;29
Los_Lagos;Purranque;10303;57;43949;1030343949;0;17;80,64516129;0;1;4,743833017;16;0;27;0;ON;38
Valparaiso;Putaendo;5705;57;43949;570543949;0;5;28,33663927;0;3;17,00198356;2;0;34;0;ON;45
Los_Lagos;Puyehue;10304;57;43949;1030443949;0;2;16,96784593;0;1;8,483922966;1;0;37;0;ON;48
Metropolitana;Quilicura;13125;57;43949;1312543949;0;236;92,66021186;0;133;52,21952618;103;5;36;0;ON;47
Nuble;Quillon;16107;57;43949;1610743949;0;28;149,1186025;1;3;15,97699313;24;0;38;0;ON;49
Valparaiso;Quillota;5501;57;43949;550143949;0;22;22,54745214;0;3;3,074652564;19;0;42;0;ON;53
Valparaiso;Quilpue;5801;57;43949;580143949;0;30;17,95493312;0;10;5,984977706;20;0;40;0;ON;51
Los_Lagos;Quinchao;10210;57;43949;1021043949;0;1;12,05109665;0;0;0;1;0;34;0;ON;45
O_Higgins;Quinta_de_Tilcoco;6114;57;43949;611443949;0;1;7,20616848;0;0;0;1;0;35;0;ON;46
Metropolitana;Quinta_Normal;13126;57;43949;1312643949;0;194;142,2621143;0;86;63,0646486;108;15;35;0;ON;46
Valparaiso;Quintero;5107;57;43949;510743949;0;9;24,90660025;0;5;13,83700014;4;0;36;0;ON;47
Nuble;Quirihue;16201;57;43949;1620143949;0;4;32,80839895;1;0;0;3;0;23;0;ON;34
O_Higgins;Rancagua;6101;57;43949;610143949;0;32;12,06586454;1;16;6,032932269;15;0;40;0;ON;51
Nuble;Ranquil;16206;57;43949;1620643949;0;10;159,7188947;0;1;15,97188947;9;0;38;0;ON;49
Maule;Rauco;7305;57;43949;730543949;0;2;17,78093883;0;0;0;2;0;27;0;ON;38
Metropolitana;Recoleta;13127;57;43949;1312743949;0;226;118,900434;0;141;74,18124425;85;4;44;0;ON;55
La_Araucania;Renaico;9209;57;43949;920943949;0;4;36,92421305;0;2;18,46210653;2;0;18;0;ON;29
Metropolitana;Renca;13128;57;43949;1312843949;16;147;91,39119785;1;90;55,9537946;56;4;41;0;ON;52
O_Higgins;Rengo;6115;57;43949;611543949;1;8;12,55689845;0;7;10,98728614;1;0;29;0;ON;40
O_Higgins;Requinoa;6116;57;43949;611643949;0;4;13,17045866;0;3;9,877843996;1;0;42;0;ON;53
Maule;Retiro;7405;57;43949;740543949;0;1;4,745859238;0;0;0;1;0;16;0;ON;27
Valparaiso;Rinconada;5303;57;43949;530343949;0;2;17,75725828;0;0;0;2;0;22;0;ON;33
Los_Rios;Rio_Bueno;14204;57;43949;1420443949;0;11;33,40926348;0;6;18,22323462;5;2;24;0;ON;35
Maule;Rio_Claro;7108;57;43949;710843949;1;8;54,22625907;1;4;27,11312953;3;0;41;0;ON;52
Coquimbo;Rio_Hurtado;4305;57;43949;430543949;0;1;22,87282708;0;0;0;1;0;33;0;ON;44
Los_Lagos;Rio_Negro;10305;57;43949;1030543949;0;5;35,0262697;0;1;7,00525394;4;1;32;0;ON;43
Maule;Romeral;7306;57;43949;730643949;0;13;80,39579468;2;7;43,29004329;4;1;32;0;ON;43
La_Araucania;Saavedra;9116;57;43949;911643949;0;16;125,0683968;0;16;125,0683968;0;0;12;0;ON;23
Maule;Sagrada_Familia;7307;57;43949;730743949;0;2;10,27274128;0;1;5,136370641;1;0;25;0;ON;36
Coquimbo;Salamanca;4204;57;43949;420443949;0;7;24,04671934;0;1;3,43524562;6;0;40;0;ON;51
Valparaiso;San_Antonio;5601;57;43949;560143949;4;57;58,90803113;1;36;37,20507229;20;1;35;0;ON;46
Metropolitana;San_Bernardo;13401;57;43949;1340143949;0;372;111,099165;0;212;63,31457788;160;12;42;0;ON;53
Nuble;San_Carlos;16301;57;43949;1630143949;0;34;60,44229539;2;1;1,77771457;31;0;38;0;ON;49
Maule;San_Clemente;7109;57;43949;710943949;1;10;21,60200467;0;10;21,60200467;0;0;13;0;ON;24
Valparaiso;San_Esteban;5304;57;43949;530443949;0;3;14,5327714;0;3;14,5327714;0;0;11;0;ON;22
Nuble;San_Fabian;16304;57;43949;1630443949;0;8;171,895144;0;2;42,97378599;6;0;32;0;ON;43
Valparaiso;San_Felipe;5701;57;43949;570143949;0;6;7,186145112;0;0;0;6;0;38;0;ON;49
O_Higgins;San_Fernando;6301;57;43949;630143949;0;5;6,35792579;0;1;1,271585158;4;0;41;0;ON;52
Nuble;San_Ignacio;16108;57;43949;1610843949;0;6;36,09239654;0;2;12,03079885;4;0;27;0;ON;38
Maule;San_Javier;7406;57;43949;740643949;0;20;40,44407595;0;10;20,22203798;10;0;29;0;ON;40
Metropolitana;San_Joaquin;13129;57;43949;1312943949;0;149;143,9822196;1;77;74,40691888;71;10;37;0;ON;48
Metropolitana;San_Jose_de_Maipo;13203;57;43949;1320343949;0;8;42,90924694;0;4;21,45462347;4;0;19;0;ON;30
Los_Lagos;San_Juan_de_La_Costa;10306;57;43949;1030643949;0;24;314,1772483;0;10;130,9071868;14;0;25;0;ON;36
Metropolitana;San_Miguel;13130;57;43949;1313043949;0;173;130,017511;0;73;54,86288038;100;3;43;0;ON;54
Nuble;San_Nicolas;16305;57;43949;1630543949;0;16;131,4492277;1;1;8,215576733;14;0;28;0;ON;39
Los_Lagos;San_Pablo;10307;57;43949;1030743949;0;8;75,80782716;1;3;28,42793518;4;0;33;0;ON;44
Metropolitana;San_Pedro;13505;57;43949;1350543949;0;2;16,73220112;0;2;16,73220112;0;0;9;0;ON;20
Antofagasta;San_Pedro_de_Atacama;2203;57;43949;220343949;0;4;38,33620855;0;0;0;4;0;31;0;ON;42
Biobio;San_Pedro_de_la_Paz;8108;57;43949;810843949;0;99;67,85190465;0;28;19,19043768;71;0;42;0;ON;53
Maule;San_Rafael;7110;57;43949;711043949;0;3;30,12350638;0;1;10,04116879;2;0;26;0;ON;37
Metropolitana;San_Ramon;13131;57;43949;1313143949;0;90;104,0342157;0;62;71,66801526;28;4;30;0;ON;41
O_Higgins;San_Vicente;6117;57;43949;611743949;0;4;7,902483355;0;0;0;4;0;28;0;ON;39
Biobio;Santa_Barbara;8311;57;43949;831143949;0;2;13,70614035;0;0;0;2;0;31;0;ON;42
O_Higgins;Santa_Cruz;6310;57;43949;631043949;0;2;4,866653689;0;1;2,433326844;1;0;25;0;ON;36
Biobio;Santa_Juana;8109;57;43949;810943949;0;2;13,53271534;0;2;13,53271534;0;0;11;0;ON;22
Valparaiso;Santa_Maria;5706;57;43949;570643949;0;2;12,21971039;0;0;0;2;0;31;0;ON;42
Metropolitana;Santiago;13101;57;43949;1310143949;0;700;139,1243513;4;289;57,43848219;407;3;46;0;ON;57
Valparaiso;Santo_Domingo;5606;57;43949;560643949;0;17;142,4501425;0;7;58,65594101;10;3;40;0;ON;51
Metropolitana;Talagante;13601;57;43949;1360143949;0;33;40,32356607;0;9;10,9973362;24;0;37;0;ON;48
Maule;Talca;7101;57;43949;710143949;9;158;66,74439432;2;100;42,24328754;56;4;57;0;ON;68
Biobio;Talcahuano;8110;57;43949;811043949;0;95;59,99557927;3;14;8,841453788;78;2;44;0;ON;55
Antofagasta;Taltal;2104;57;43949;210443949;0;7;51,25576627;0;0;0;7;4;30;0;ON;41
La_Araucania;Temuco;9101;57;43949;910143949;0;665;219,5219373;14;153;50,506551;498;5;44;0;ON;55
Maule;Teno;7308;57;43949;730843949;0;2;6,482982172;1;0;0;1;0;21;0;ON;32
La_Araucania;Teodoro_Schmidt;9117;57;43949;911743949;0;6;38,00836184;0;1;6,334726973;5;0;30;0;ON;41
Atacama;Tierra_Amarilla;3103;57;43949;310343949;0;6;41,92286193;0;2;13,97428731;4;0;22;0;ON;33
Metropolitana;Tiltil;13303;57;43949;1330343949;0;5;23,28071891;0;1;4,656143782;4;0;23;0;ON;34
Biobio;Tirua;8207;57;43949;820743949;0;4;36,30093475;0;0;0;4;0;28;0;ON;39
Antofagasta;Tocopilla;2301;57;43949;230143949;0;11;39,1751843;0;5;17,80690196;6;1;41;0;ON;52
La_Araucania;Tolten;9118;57;43949;911843949;0;6;59,67180507;1;0;0;6;0;28;0;ON;39
Biobio;Tome;8111;57;43949;811143949;0;50;85,13681486;0;16;27,24378076;34;0;41;0;ON;52
La_Araucania;Traiguen;9210;57;43949;921043949;0;3;15,53277415;0;1;5,177591384;2;0;18;0;ON;29
Biobio;Tucapel;8312;57;43949;831243949;0;1;6,576783953;0;1;6,576783953;0;0;12;0;ON;23
Los_Rios;Valdivia;14101;57;43949;1410143949;0;107;60,52926335;4;6;3,3941643;97;1;44;1;ON;55
Atacama;Vallenar;3301;57;43949;330143949;0;13;22,803417;0;13;22,803417;0;0;7;0;ON;18
Valparaiso;Valparaiso;5101;57;43949;510143949;0;68;21,53725311;0;24;7,601383452;44;1;40;0;ON;51
La_Araucania;Victoria;9211;57;43949;921143949;5;63;177,6299095;4;47;132,5175515;12;0;33;0;ON;44
La_Araucania;Vilcun;9119;57;43949;911943949;0;39;126,7633101;0;13;42,25443672;26;1;33;0;ON;44
Maule;Villa_Alegre;7407;57;43949;740743949;0;2;11,42074006;0;2;11,42074006;0;0;10;0;ON;21
Valparaiso;Villa_Alemana;5804;57;43949;580443949;0;15;10,76735338;0;3;2,153470677;12;0;35;0;ON;46
La_Araucania;Villarrica;9120;57;43949;912043949;0;19;32,14726833;0;2;3,383922982;17;0;30;0;ON;41
Valparaiso;ViNa_del_Mar;5109;57;43949;510943949;3;112;30,99307913;3;31;8,578441546;78;3;44;1;ON;55
Metropolitana;Vitacura;13132;57;43949;1313243949;0;138;142,6002852;0;10;10,333354;128;0;56;0;ON;67
Maule;Yerbas_Buenas;7408;57;43949;740843949;1;2;10,41666667;0;2;10,41666667;0;0;11;0;ON;22
Biobio;Yumbel;8313;57;43949;831343949;0;6;27,11006687;0;1;4,518344479;5;0;34;0;ON;45
Nuble;Yungay;16109;57;43949;1610943949;0;48;258,1200258;0;6;32,26500323;42;1;32;0;ON;43
Valparaiso;Algarrobo;5602;58;43950;560243950;0;10;65,90220113;1;0;0;9;0;33;0;ON;43
Tarapaca;Alto_Hospicio;1107;58;43950;110743950;10;67;51,53885799;0;51;39,23107101;16;1;36;0;ON;46
Los_Lagos;Ancud;10202;58;43950;1020243950;1;10;23,55268736;0;9;21,19741863;1;0;15;0;ON;25
La_Araucania;Angol;9201;58;43950;920143950;3;89;158,7641371;3;48;85,62560206;38;4;43;0;ON;53
Antofagasta;Antofagasta;2101;58;43950;210143950;22;340;79,86376182;3;205;48,15315051;132;11;42;0;ON;52
Biobio;Arauco;8202;58;43950;820243950;1;7;18,09767574;0;1;2,585382249;6;0;36;0;ON;46
Arica_y_Parinacota;Arica;15101;58;43950;1510143950;4;277;111,8956825;4;144;58,16959669;129;5;44;1;ON;54
Aysen;Aisen;11201;58;43950;1120143950;0;1;3,999680026;0;0;0;1;0;47;0;ON;57
Metropolitana;Buin;13402;58;43950;1340243950;1;65;59,28439179;3;20;18,24135132;42;2;35;0;ON;45
Nuble;Bulnes;16102;58;43950;1610243950;2;62;274,2513381;1;15;66,35113018;46;0;41;0;ON;51
Valparaiso;Cabildo;5402;58;43950;540243950;0;3;14,51870493;0;3;14,51870493;0;0;5;0;ON;15
Magallanes;Cabo_de_Hornos;12201;58;43950;1220143950;0;19;958,1442259;0;2;100,8572869;17;0;41;0;ON;51
Biobio;Cabrero;8303;58;43950;830343950;0;16;52,07485761;0;8;26,0374288;8;1;35;0;ON;45
Antofagasta;Calama;2201;58;43950;220143950;4;63;33,09936113;0;42;22,06624075;21;0;47;0;ON;57
Los_Lagos;Calbuco;10102;58;43950;1010243950;0;7;19,05072937;0;2;5,443065535;5;0;38;0;ON;48
Valparaiso;Calera;5502;58;43950;550243950;0;22;41,05166912;1;8;14,92787968;13;2;35;0;ON;45
Metropolitana;Calera_de_Tango;13403;58;43950;1340343950;0;15;52,58545136;0;4;14,02278703;11;1;37;0;ON;47
Valparaiso;Calle_Larga;5302;58;43950;530243950;0;6;36,40334911;0;3;18,20167455;3;0;29;0;ON;39
La_Araucania;Carahue;9102;58;43950;910243950;0;31;121,6354077;0;14;54,9321196;17;2;38;0;ON;48
Valparaiso;Cartagena;5603;58;43950;560343950;0;6;23,66210514;0;4;15,77473676;2;1;26;0;ON;36
Valparaiso;Casablanca;5102;58;43950;510243950;0;3;10,28453891;0;0;0;3;0;37;0;ON;47
Los_Lagos;Castro;10201;58;43950;1020143950;0;7;14,70372004;0;0;0;7;0;35;0;ON;45
Maule;Cauquenes;7201;58;43950;720143950;0;13;29,44974288;0;7;15,85755386;6;1;33;0;ON;43
Metropolitana;Cerrillos;13102;58;43950;1310243950;0;80;89,93210126;1;35;39,3452943;44;2;36;0;ON;46
Metropolitana;Cerro_Navia;13103;58;43950;1310343950;0;135;94,76011652;0;63;44,22138771;72;5;42;0;ON;52
Los_Lagos;Chaiten;10401;58;43950;1040143950;0;1;19,92031873;0;0;0;1;0;29;0;ON;39
Maule;Chanco;7202;58;43950;720243950;0;3;32,15089487;0;3;32,15089487;0;0;12;0;ON;22
Biobio;Chiguayante;8103;58;43950;810343950;3;62;67,99736784;1;23;25,22483001;38;2;40;0;ON;50
Aysen;Chile_Chico;11401;58;43950;1140143950;0;1;19,52743605;0;0;0;1;0;29;0;ON;39
Nuble;Chillan;16101;58;43950;1610143950;3;409;205,9167069;7;29;14,6004511;373;3;49;0;ON;59
Nuble;Chillan_Viejo;16103;58;43950;1610343950;0;55;162,5920123;0;8;23,64974724;47;1;45;0;ON;55
O_Higgins;Chimbarongo;6303;58;43950;630343950;1;3;7,958404075;0;1;2,652801358;2;0;36;0;ON;46
La_Araucania;Cholchol;9121;58;43950;912143950;0;5;40,51535532;0;0;0;5;0;21;0;ON;31
Los_Lagos;Cochamo;10103;58;43950;1010343950;0;1;24,96255617;0;0;0;1;0;19;0;ON;29
O_Higgins;Codegua;6102;58;43950;610243950;0;1;7,094211124;0;1;7,094211124;0;0;11;0;ON;21
Nuble;Coelemu;16203;58;43950;1620343950;0;4;23,74591867;0;0;0;4;0;28;0;ON;38
Nuble;Coihueco;16302;58;43950;1630243950;3;33;116,2995595;0;22;77,53303965;11;0;27;0;ON;37
O_Higgins;Coinco;6103;58;43950;610343950;0;1;12,76976121;0;1;12,76976121;0;0;7;0;ON;17
Maule;Colbun;7402;58;43950;740243950;0;6;26,58985154;0;1;4,431641923;5;1;43;0;ON;53
Metropolitana;Colina;13301;58;43950;1330143950;0;103;57,11022273;0;23;12,75276818;80;2;42;0;ON;52
La_Araucania;Collipulli;9202;58;43950;920243950;0;3;11,47315282;2;1;3,824384274;0;0;10;0;ON;20
Biobio;Concepcion;8101;58;43950;810143950;1;140;58,80079969;3;8;3,360045697;129;0;48;0;ON;58
Metropolitana;Conchali;13104;58;43950;1310443950;0;113;81,18107691;1;53;38,07608032;59;2;42;0;ON;52
Valparaiso;Concon;5103;58;43950;510343950;4;18;39,22508662;0;11;23,97088627;7;0;30;0;ON;40
Maule;Constitucion;7102;58;43950;710243950;1;21;41,70970048;1;13;25,82029078;7;2;28;0;ON;38
Atacama;Copiapo;3101;58;43950;310143950;6;14;8,150623523;0;6;3,493124367;8;0;47;0;ON;57
Coquimbo;Coquimbo;4102;58;43950;410243950;0;26;10,12717393;0;6;2,337040139;20;1;42;0;ON;52
Biobio;Coronel;8102;58;43950;810243950;1;19;15,09985774;0;4;3,17891742;15;0;41;0;ON;51
Los_Rios;Corral;14102;58;43950;1410243950;0;1;18,35872958;0;0;0;1;0;15;0;ON;25
Aysen;Coihaique;11101;58;43950;1110143950;0;3;4,901159941;0;1;1,63371998;2;0;36;0;ON;46
La_Araucania;Cunco;9103;58;43950;910343950;0;6;33,23179175;1;0;0;6;0;26;0;ON;36
La_Araucania;Curacautin;9203;58;43950;920343950;0;6;33,00693146;0;1;5,501155243;5;0;29;0;ON;39
Metropolitana;Curacavi;13503;58;43950;1350343950;0;30;82,34971178;0;16;43,91984628;14;0;42;0;ON;52
Biobio;Curanilahue;8205;58;43950;820543950;0;2;5,901097604;0;1;2,950548802;1;0;33;0;ON;43
La_Araucania;Curarrehue;9104;58;43950;910443950;0;4;51,26890541;1;0;0;4;0;39;0;ON;49
Maule;Curepto;7103;58;43950;710343950;0;8;84,87163166;1;4;42,43581583;3;0;22;0;ON;32
Maule;Curico;7301;58;43950;730143950;1;45;27,50174178;0;23;14,0564458;22;1;50;0;ON;60
Atacama;Diego_de_Almagro;3202;58;43950;320243950;0;1;6,964758323;0;0;0;1;0;32;0;ON;42
O_Higgins;DoNihue;6105;58;43950;610543950;0;1;4,405286344;0;1;4,405286344;0;0;7;0;ON;17
Metropolitana;El_Bosque;13105;58;43950;1310543950;0;177;102,9069767;0;77;44,76744186;100;5;42;0;ON;52
Nuble;El_Carmen;16104;58;43950;1610443950;0;3;24,32300957;0;0;0;3;0;29;0;ON;39
Metropolitana;El_Monte;13602;58;43950;1360243950;0;16;39,9860049;0;4;9,996501225;12;2;36;0;ON;46
Valparaiso;El_Quisco;5604;58;43950;560443950;0;11;61,99977455;2;4;22,54537256;5;1;28;0;ON;38
Valparaiso;El_Tabo;5605;58;43950;560543950;2;12;83,69368113;1;5;34,87236714;6;3;31;0;ON;41
La_Araucania;Ercilla;9204;58;43950;920443950;0;8;94,58500828;0;4;47,29250414;4;1;26;0;ON;36
Metropolitana;Estacion_Central;13106;58;43950;1310643950;0;207;100,1005842;0;112;54,16070254;95;4;48;0;ON;58
Biobio;Florida;8104;58;43950;810443950;0;3;25,335698;0;0;0;3;0;35;0;ON;45
La_Araucania;Freire;9105;58;43950;910543950;0;7;27,50923524;0;2;7,859781498;5;0;29;0;ON;39
Atacama;Freirina;3303;58;43950;330343950;0;1;13,01913813;0;1;13,01913813;0;0;3;0;ON;13
